"Track URI","Track Name","Artist URI(s)","Artist Name(s)","Album URI","Album Name","Album Artist URI(s)","Album Artist Name(s)","Album Release Date","Album Image URL","Disc Number","Track Number","Track Duration (ms)","Track Preview URL","Explicit","Popularity","ISRC","Added By","Added At"
spotify:track:1G391cbiT3v3Cywg8T7DM1,Scar Tissue,spotify:artist:0L8ExT028jH3ddEcZwqJJ5,Red Hot Chili Peppers,spotify:album:2Y9IRtehByVkegoD7TcLfi,Californication (Deluxe Edition),spotify:artist:0L8ExT028jH3ddEcZwqJJ5,Red Hot Chili Peppers,1999-06-08,https://i.scdn.co/image/ab67616d0000b27394d08ab63e57b0cae74e8595,1,3,215906,https://p.scdn.co/mp3-preview/5aa4aff376bccc73f7fa7df2954649e30a56c4b1?cid=9950ac751e34487dbbe027c4fd7f8e99,false,84,USWB19900674,,2023-11-29T15:14:31Z
spotify:track:2m1hi0nfMR9vdGC8UcrnwU,All The Small Things,spotify:artist:6FBDaR13swtiWwGhX1WQsP,blink-182,spotify:album:652N05EcNH1a4bIlUixQE2,Enema Of The State,spotify:artist:6FBDaR13swtiWwGhX1WQsP,blink-182,1999-06-01,https://i.scdn.co/image/ab67616d0000b2736da502e35a7a3e48de2b0f74,1,8,167066,,false,81,USMC19959123,,2023-11-29T15:04:40Z
