Track URI,Track Name,Artist URI(s),Artist Name(s),Album URI,Album Name,Album Artist URI(s),Album Artist Name(s),Album Release Date,Album Image URL,Disc Number,Track Number,Track Duration (ms),Track Preview URL,Explicit,Popularity,ISRC,Added By,Added At
spotify:track:64awLoKSPoQ5M6YulMsyCe,家族になろうよ,spotify:artist:5FGlhIQqewJRV8fx24toG0,福山雅治,spotify:album:6eOsDrzZilG8Knem5v8LNE,家族になろうよ／fighting pose,spotify:artist:5FGlhIQqewJRV8fx24toG0,福山雅治,2011-08-31,https://i.scdn.co/image/ab67616d0000b273ec8033df3e6a948f71cddc1c,1,1,307813,,false,56,JPPO01147714,,2025-08-26T11:32:55Z
spotify:track:5xa3zRbvV7Zd2ieiA1Fb0F,トイレの神様,spotify:artist:2alEVA0XivZV9EazBtP6of,植村花菜,spotify:album:0VG5ZaIX23atHbvTGQNz2r,The Best Songs(通常盤),spotify:artist:2alEVA0XivZV9EazBtP6of,植村花菜,2015-09-30,https://i.scdn.co/image/ab67616d0000b273a0e0faf7884c180d1f9b9b51,1,14,592613,https://p.scdn.co/mp3-preview/96130ed026a5f40113af36853955d5fa81b62a63?cid=9950ac751e34487dbbe027c4fd7f8e99,false,38,JPKI01010602,,2025-08-26T11:25:02Z
spotify:track:1BxfuPKGuaTgP7aM0Bbdwr,Cruel Summer,spotify:artist:06HL4z0CvFAxyc27GXpf02,Taylor Swift,spotify:album:1NAmidJlEaVgA3MpcPFYGq,Lover,spotify:artist:06HL4z0CvFAxyc27GXpf02,Taylor Swift,2019-08-23,https://i.scdn.co/image/ab67616d0000b273e787cffec20aa2a396a61647,1,2,178426,,false,88,USUG11901472,,2025-08-07T13:48:40Z
spotify:track:37sINbJZcFdHFAsVNsPq1i,Superheroes,spotify:artist:3AQRLZ9PuTAozP28Skbq8V,The Script,spotify:album:6yd9yk8nFcHalXzy7mgaDx,No Sound Without Silence,spotify:artist:3AQRLZ9PuTAozP28Skbq8V,The Script,2014-09-15,https://i.scdn.co/image/ab67616d0000b27359d2079e141301ab89b6cbc5,1,2,245466,https://p.scdn.co/mp3-preview/195c70c6cda7717f5db543a114586bb52b1eced5?cid=9950ac751e34487dbbe027c4fd7f8e99,false,76,GBARL1400978,,2025-05-30T03:16:16Z
spotify:track:3DamFFqW32WihKkTVlwTYQ,Fireflies,spotify:artist:07QEuhtrNmmZ0zEcqE9SF6,Owl City,spotify:album:3vf65wfk1EEjVhy6BjENsS,Ocean Eyes,spotify:artist:07QEuhtrNmmZ0zEcqE9SF6,Owl City,2009-01-01,https://i.scdn.co/image/ab67616d0000b273785d4e702802da500fc78b32,1,9,228346,,false,77,USUM70972068,,2025-05-30T03:05:06Z
spotify:track:1NNAI51EuoRWw1ydX1zV7S,Daylight,spotify:artist:04gDigrS5kc9YWfZHwBETP,Maroon 5,spotify:album:6ijGiBcBfUwkoyHn5VUHU2,Overexposed Track By Track,spotify:artist:04gDigrS5kc9YWfZHwBETP,Maroon 5,2012-01-01,https://i.scdn.co/image/ab67616d0000b273fc8633e22a7dba6aab817bff,1,6,225066,,false,72,USUM71204771,,2025-05-30T02:37:43Z
spotify:track:2CPqh63wRVscbceKcPxwvv,The Ocean (feat. Shy Martin),"spotify:artist:6lB8vOoI4DRrrVxXwuV19c, spotify:artist:7eCmccnRwPmRnWPw61x6jM","Mike Perry, shy martin",spotify:album:4pgNeQfSctryAw4e0uESHe,The Ocean (feat. Shy Martin),spotify:artist:6lB8vOoI4DRrrVxXwuV19c,Mike Perry,2016-04-15,https://i.scdn.co/image/ab67616d0000b2737f401862bfe87b552a75308d,1,1,183414,https://p.scdn.co/mp3-preview/515b1e8609dc4b1bb3338b4717b044e9762ed42e?cid=9950ac751e34487dbbe027c4fd7f8e99,false,66,SE3AA1600005,,2025-05-27T06:08:46Z
spotify:track:4CznlctarxgWvy3NoMFfMH,Lonely Together,"spotify:artist:1vCWHaC5f2uS3yhpwWbIA6, spotify:artist:5CCwRZC6euC8Odo6y9X8jr","Avicii, Rita Ora",spotify:album:5VPw18vPykfaX5s3jiS0Ox,Avicii Forever,spotify:artist:1vCWHaC5f2uS3yhpwWbIA6,Avicii,2025-05-16,https://i.scdn.co/image/ab67616d0000b273d586098ba36b54d4167de337,1,9,181730,,false,66,SE5R71700108,,2025-05-27T05:59:07Z
spotify:track:2y4lAQpi5VTNLu2ldeTdUH,We Can't Stop,spotify:artist:5YGY8feqx7naU7z4HrwZM6,Miley Cyrus,spotify:album:3RDqXDc1bAETps54MSSOW0,Bangerz (Deluxe Version),spotify:artist:5YGY8feqx7naU7z4HrwZM6,Miley Cyrus,2013-10-04,https://i.scdn.co/image/ab67616d0000b2736b18d0490878750cd69abf2c,1,2,231240,https://p.scdn.co/mp3-preview/2832db9492a17af6654d86be3ae07d4baa1f55ab?cid=9950ac751e34487dbbe027c4fd7f8e99,false,80,USRC11300686,,2025-05-16T02:04:40Z
spotify:track:2ISSQPb9LHHiV6ng2NXosL,Beautiful Now,"spotify:artist:2qxJFvFYMEDqd7ui6kSAcq, spotify:artist:50JJSqHUf2RQ9xsHs0KMHg","Zedd, Jon Bellion",spotify:album:4jKdXIJckKh7la6xHuKwRT,True Colors,spotify:artist:2qxJFvFYMEDqd7ui6kSAcq,Zedd,2015-05-15,https://i.scdn.co/image/ab67616d0000b273d040bc5b46915b49a64d7b1d,1,3,218293,,false,70,USUM71505090,,2025-05-16T02:03:40Z
spotify:track:6Wytqpe4mfmyeT8s1xbczG,Something In The Way You Move,spotify:artist:0X2BH1fck6amBIoJhDVmmJ,Ellie Goulding,spotify:album:20Ol6zZ0nLlc5EGTH1zA0j,Delirium (Deluxe),spotify:artist:0X2BH1fck6amBIoJhDVmmJ,Ellie Goulding,2015-11-06,https://i.scdn.co/image/ab67616d0000b2736bdee14242f244d9d6ddf2fd,1,3,227423,,false,56,GBUM71505461,,2025-05-16T01:54:45Z
spotify:track:5H0ajL4EHsrcAEGESo2Lzx,Love Somebody,spotify:artist:04gDigrS5kc9YWfZHwBETP,Maroon 5,spotify:album:6ijGiBcBfUwkoyHn5VUHU2,Overexposed Track By Track,spotify:artist:04gDigrS5kc9YWfZHwBETP,Maroon 5,2012-01-01,https://i.scdn.co/image/ab67616d0000b273fc8633e22a7dba6aab817bff,1,12,229973,,false,62,USUM71204774,,2025-05-16T01:34:24Z
spotify:track:1yjY7rpaAQvKwpdUliHx0d,Still into You,spotify:artist:74XFHRwlV6OrjEM0A2NCMF,Paramore,spotify:album:4sgYpkIASM1jVlNC8Wp9oF,Paramore,spotify:artist:74XFHRwlV6OrjEM0A2NCMF,Paramore,2013-04-05,https://i.scdn.co/image/ab67616d0000b273532033d0d90736f661c13d35,1,9,216013,https://p.scdn.co/mp3-preview/4abdea56e053fe7d0f4f4e446b43d404b28edf69?cid=9950ac751e34487dbbe027c4fd7f8e99,false,81,USAT21300012,,2025-05-12T09:25:30Z
spotify:track:003vvx7Niy0yvhvHt4a68B,Mr. Brightside,spotify:artist:0C0XlULifJtAgn6ZNCW2eu,The Killers,spotify:album:4piJq7R3gjUOxnYs6lDCTg,Hot Fuss,spotify:artist:0C0XlULifJtAgn6ZNCW2eu,The Killers,2004,https://i.scdn.co/image/ab67616d0000b273ccdddd46119a4ff53eaf1f5d,1,2,222973,,false,87,USIR20400274,,2025-05-12T07:52:48Z
spotify:track:34oB5r0lcN3fYWCs2uA1k5,The Cure,spotify:artist:1HY2Jd0NmPuamShAr6KMms,Lady Gaga,spotify:album:2yaSZnZhaxsbQ5xhgGbw3g,The Cure,spotify:artist:1HY2Jd0NmPuamShAr6KMms,Lady Gaga,2017-04-16,https://i.scdn.co/image/ab67616d0000b27331cc5716a5c922b0482787b7,1,1,211363,,false,64,USUM71703782,,2025-05-09T07:37:04Z
spotify:track:177WLZMxcD4DG6u9yC7Mv6,Take Me With You,"spotify:artist:647D92XNDYTUt5A0idePJ4, spotify:artist:5geN2OR9RjdTQKSqx5Mb9r, spotify:artist:0Xdvr42oMLOrVWFhgM253P","Fleurie, Dalton Diehl, RUSLAN",spotify:album:1vEuThy2todkxgeAbEw8ic,Take Me With You,spotify:artist:647D92XNDYTUt5A0idePJ4,Fleurie,2017-10-20,https://i.scdn.co/image/ab67616d0000b27358ae82d57361ea35d50c1a8c,1,1,238053,https://p.scdn.co/mp3-preview/2add1fbce51ee3ee8a044a27971ac9cf6442e7af?cid=9950ac751e34487dbbe027c4fd7f8e99,false,33,TCADH1728350,,2025-04-13T15:09:45Z
spotify:track:4Rv6ZgsFTUieLv8bGRgTMV,若月亮没来 - Live,"spotify:artist:2SOrfXWlb17EoCqupfGX4u, spotify:artist:0p0KwawjbChNZh3O0L3z8i, spotify:artist:1llNL6f36GgpMrKnRCx0uK","楊宗緯, 寶石Gem, 王宇宙Leto",spotify:album:6sdHN8agsJY4UAPZ1fCmlp,天赐的声音第五季 第5期 (Live),spotify:artist:0LyfQWJT6nXafLPZqxe9Of,群星,2024-05-24,https://i.scdn.co/image/ab67616d0000b27325eca6715c7e90af2daa4a95,1,1,251938,https://p.scdn.co/mp3-preview/06bdbc10790cfb8fd103ec2a7fc6b3c657b895a9?cid=9950ac751e34487dbbe027c4fd7f8e99,false,49,HKG732425191,,2024-11-06T15:06:13Z
spotify:track:6xdPQxwtYCnHnhS8bRD3bj,野子,"spotify:artist:63tzlZxY9iaOeUnmGfwlyA, spotify:artist:14bJhryXGk6H6qlGzwj3W5","蘇運瑩, 田馥甄",spotify:album:6q4i7jPRnw9QnHlqrN69tl,野子,"spotify:artist:63tzlZxY9iaOeUnmGfwlyA, spotify:artist:14bJhryXGk6H6qlGzwj3W5","蘇運瑩, 田馥甄",2015-03-13,https://i.scdn.co/image/ab67616d0000b2730a7fdea8ec5365b8f4ab08bd,1,1,235999,https://p.scdn.co/mp3-preview/89c037de8504e1fd79249abc869ffe51e1ca7106?cid=9950ac751e34487dbbe027c4fd7f8e99,false,30,HKG731713505,,2024-09-18T01:14:15Z
spotify:track:7KoqEF76fGnDYdxTSHLxcm,一路向北,spotify:artist:2elBjNSdBE2Y3f0j1mjrql,周杰倫,spotify:album:1TborQGeHwJaEjPnUR9siC,11月的蕭邦,spotify:artist:2elBjNSdBE2Y3f0j1mjrql,周杰倫,2005-11-11,https://i.scdn.co/image/ab67616d0000b2732642de36b3fed494f653b015,1,12,294240,,false,61,TWK970500902,,2024-09-25T08:29:39Z
spotify:track:3K4HG9evC7dg3N0R9cYqk4,One Step Closer,spotify:artist:6XyY86QOPPrYVGvF9ch6wz,Linkin Park,spotify:album:6hPkbAV3ZXpGZBGUvL6jVM,Hybrid Theory (Bonus Edition),spotify:artist:6XyY86QOPPrYVGvF9ch6wz,Linkin Park,2000-10-24,https://i.scdn.co/image/ab67616d0000b273e2f039481babe23658fc719a,1,2,157333,https://p.scdn.co/mp3-preview/93915a6ffff1e702717623fe052e781e68bde91b?cid=9950ac751e34487dbbe027c4fd7f8e99,false,83,USWB10002399,,2024-09-26T07:44:35Z
spotify:track:4Yf5bqU3NK4kNOypcrLYwU,Faint,spotify:artist:6XyY86QOPPrYVGvF9ch6wz,Linkin Park,spotify:album:4Gfnly5CzMJQqkUFfoHaP3,Meteora,spotify:artist:6XyY86QOPPrYVGvF9ch6wz,Linkin Park,2003-03-25,https://i.scdn.co/image/ab67616d0000b2735f1f51d14e8bea89484ecd1b,1,7,162106,https://p.scdn.co/mp3-preview/93e66af3a92081740710b18e45dcc9eeff08edbf?cid=9950ac751e34487dbbe027c4fd7f8e99,false,82,USWB10300468,,2024-09-26T07:44:34Z
spotify:track:60a0Rd6pjrkxjPbaKzXjfq,In the End,spotify:artist:6XyY86QOPPrYVGvF9ch6wz,Linkin Park,spotify:album:6hPkbAV3ZXpGZBGUvL6jVM,Hybrid Theory (Bonus Edition),spotify:artist:6XyY86QOPPrYVGvF9ch6wz,Linkin Park,2000-10-24,https://i.scdn.co/image/ab67616d0000b273e2f039481babe23658fc719a,1,8,216880,https://p.scdn.co/mp3-preview/b5ee275ca337899f762b1c1883c11e24a04075b0?cid=9950ac751e34487dbbe027c4fd7f8e99,false,88,USWB10002407,,2024-09-26T07:44:33Z
spotify:track:00TFDHSe7s8cWm5CzDY8UP,Extreme Ways,spotify:artist:3OsRAKCvk37zwYcnzRf5XF,Moby,spotify:album:200xhXQBPc2OWPsZ3koxTc,18,spotify:artist:3OsRAKCvk37zwYcnzRf5XF,Moby,2002-05-13,https://i.scdn.co/image/ab67616d0000b273c6c3ea4f348b73b7f8a20bd4,1,9,237640,https://p.scdn.co/mp3-preview/03e375cdd54417db89abe1259c6ae6823743bf29?cid=9950ac751e34487dbbe027c4fd7f8e99,false,64,GBAJH0200051,,2024-09-26T07:40:44Z
spotify:track:00VKR5XH5jid1AgUdFz4bs,Session,spotify:artist:6XyY86QOPPrYVGvF9ch6wz,Linkin Park,spotify:album:0f7R0jf0pcTb6K6IVVPcMD,Meteora (Bonus Edition),spotify:artist:6XyY86QOPPrYVGvF9ch6wz,Linkin Park,2003-03-25,https://i.scdn.co/image/ab67616d0000b2738b5b6fa1326d996181e71dd7,1,12,144733,https://p.scdn.co/mp3-preview/6cc370f2fde1b5d219c3224d4d48a0c82f9c62c2?cid=9950ac751e34487dbbe027c4fd7f8e99,false,52,USWB10300473,,2024-09-26T07:39:28Z
spotify:track:2ffVdgR2RUHIaENDIrlVvG,"Clubbed to Death (From ""The Matrix"")",spotify:artist:0jXXXUhL8qWQWk9lXXDDyC,Robert D.,spotify:album:7goPjrvNh4oIgcckPJFMA4,The Very Best of Sci-fi & Fantasy (From Sucker Punch to V for Vendetta) [Original Motion Picture Soundtrack],spotify:artist:0LyfQWJT6nXafLPZqxe9Of,群星,2016-12-29,https://i.scdn.co/image/ab67616d0000b273c78f214f292a7f85e7fa015e,1,4,244106,https://p.scdn.co/mp3-preview/8eb37128b9daa2a54740c735eed5152f01d2b796?cid=9950ac751e34487dbbe027c4fd7f8e99,false,52,GBXWM1102584,,2024-09-26T07:38:11Z
spotify:track:392cd1euczCOcZAs0SvvZS,The Last Emperor (Main Title Theme),spotify:artist:20vuBdFblWUo2FCOvUzusB,David Byrne,spotify:album:70iCI16xKlhPlJJT7OIKGH,The Last Emperor Original Soundtrack,spotify:artist:0LyfQWJT6nXafLPZqxe9Of,群星,2008-01-01,https://i.scdn.co/image/ab67616d0000b2739adb35808057ab4d33844ca3,1,10,241106,,false,36,GBAAA8700045,,2024-09-26T07:29:24Z
spotify:track:6u4QtlkKJ879ElNlgw0R7M,說愛你,spotify:artist:1r9DuPTHiQ7hnRRZ99B8nL,JOLIN蔡依林,spotify:album:4QUmaboYGilFry5XZeeUi5,看我72變,spotify:artist:1r9DuPTHiQ7hnRRZ99B8nL,JOLIN蔡依林,2003-03-07,https://i.scdn.co/image/ab67616d0000b273d22aa366dee2d49f9d4094ed,1,1,226533,https://p.scdn.co/mp3-preview/0796648b992fc585b046aa38029923497fca9ae8?cid=9950ac751e34487dbbe027c4fd7f8e99,false,55,TWA470303001,,2025-02-05T08:44:41Z
spotify:track:3E7dfMvvCLUddWissuqMwr,Party In The U.S.A.,spotify:artist:5YGY8feqx7naU7z4HrwZM6,Miley Cyrus,spotify:album:0IuHVgAvbNDJnJepuSZ8Oz,The Time Of Our Lives (International Version),spotify:artist:5YGY8feqx7naU7z4HrwZM6,Miley Cyrus,2009-01-01,https://i.scdn.co/image/ab67616d0000b2734ea6653890e297d53e93e3e0,1,2,202066,,false,81,USHR10924519,,2025-02-05T08:14:19Z
spotify:track:7DSAEUvxU8FajXtRloy8M0,Flowers,spotify:artist:5YGY8feqx7naU7z4HrwZM6,Miley Cyrus,spotify:album:5DvJgsMLbaR1HmAI6VhfcQ,Endless Summer Vacation,spotify:artist:5YGY8feqx7naU7z4HrwZM6,Miley Cyrus,2023-08-18,https://i.scdn.co/image/ab67616d0000b273cd222052a2594be29a6616b5,1,1,200600,https://p.scdn.co/mp3-preview/5184d19d1b7fcc3e7c067e38af45a7cc80851440?cid=9950ac751e34487dbbe027c4fd7f8e99,false,85,USSM12209777,,2025-02-05T07:38:13Z
spotify:track:4KjPt8HrShkDOASRyMkTJ4,帶我去找夜生活,spotify:artist:6xErgeZYatiaQ36SB5bvi8,告五人,spotify:album:3xk8Iced6AQm2zMZcfHmrZ,帶我去找夜生活,spotify:artist:6xErgeZYatiaQ36SB5bvi8,告五人,2019-12-25,https://i.scdn.co/image/ab67616d0000b27301ac233a16db3c598b5946ed,1,1,299704,https://p.scdn.co/mp3-preview/a66dbbb3ef27363d831b2b3459b30a4ca2f05400?cid=9950ac751e34487dbbe027c4fd7f8e99,false,54,TWFF51900013,,2024-02-09T12:55:11Z
spotify:track:19fp9nI0tq0lcBl7XoCHAb,唯一 (三立/台視戲劇《戀愛是科學》插曲),spotify:artist:6xErgeZYatiaQ36SB5bvi8,告五人,spotify:album:6Vss0GQqlLtD4k3lSXnYI5,運氣來得若有似無,spotify:artist:6xErgeZYatiaQ36SB5bvi8,告五人,2020-12-31,https://i.scdn.co/image/ab67616d0000b273dea5f1d53c6450cde827daef,1,5,270760,https://p.scdn.co/mp3-preview/7b2c3fceb6a607dfa8b1df4f8609665375085540?cid=9950ac751e34487dbbe027c4fd7f8e99,false,56,TWK232012905,,2024-02-09T12:55:09Z
spotify:track:27FOde2nUw0pFuj7hlPbaS,愛人錯過,spotify:artist:6xErgeZYatiaQ36SB5bvi8,告五人,spotify:album:7yvCk24AtE9k0vLcolSs2i,我肯定在幾百年前就說過愛你,spotify:artist:6xErgeZYatiaQ36SB5bvi8,告五人,2019-06-14,https://i.scdn.co/image/ab67616d0000b2737a2aff746e4093fecd950130,1,1,292074,https://p.scdn.co/mp3-preview/c9db87ce67859e3c0589259a23ce221efd5581eb?cid=9950ac751e34487dbbe027c4fd7f8e99,false,65,TWFF51900001,,2024-02-09T06:57:09Z
spotify:track:0D0n4q2o54VTOmDJdL6ikY,痴心絕對,spotify:artist:7ya3wFqG9X35S7L7XSrE2i,李聖傑,spotify:album:4QujlUn9OTLG4qFxMja90M,痴心絕對,spotify:artist:7ya3wFqG9X35S7L7XSrE2i,李聖傑,2002-06-27,https://i.scdn.co/image/ab67616d0000b273e34baf069252392938495697,1,1,262400,https://p.scdn.co/mp3-preview/79660969f6f03dbc1118f2ee1b8ac75229126010?cid=9950ac751e34487dbbe027c4fd7f8e99,false,57,TWE110200201,,2024-02-09T06:34:50Z
spotify:track:7ddiY4vKMxBMesaRPV5dU2,Dear John,spotify:artist:4CuqRi7km54aRnNUE1rVqj,王雪娥,spotify:album:4T8YV0OFq3VBxqg0MxWBrE,傻瓜就是我,spotify:artist:4CuqRi7km54aRnNUE1rVqj,王雪娥,1999-01-01,https://i.scdn.co/image/ab67616d0000b2734e27e0ddb0e04388e04960d4,1,5,311333,,false,43,TWA559907105,,2025-04-13T15:13:05Z
spotify:track:1b5IRT3iraxjHOsKZx93sW,月牙灣,spotify:artist:5oqLnVZzJJXE3YnzzZfRKu,飛兒樂團,spotify:album:3jFtKa1iT9rD5Xb40mHgQ1,愛‧歌姬,spotify:artist:5oqLnVZzJJXE3YnzzZfRKu,飛兒樂團,2007-09-28,https://i.scdn.co/image/ab67616d0000b2733653891f79d36296182d5b15,1,7,308546,https://p.scdn.co/mp3-preview/6caab8f5a744ba94d9efc712ff4b8267d6c85a11?cid=9950ac751e34487dbbe027c4fd7f8e99,false,61,TWA530757807,,2025-03-20T07:20:28Z
spotify:track:0Q4YuuiCuxIIKUw2fb1cmV,我們的愛,spotify:artist:5oqLnVZzJJXE3YnzzZfRKu,飛兒樂團,spotify:album:268ZucmIubAGuH8AGwYZEZ,飛兒樂團,spotify:artist:5oqLnVZzJJXE3YnzzZfRKu,飛兒樂團,2004-04-23,https://i.scdn.co/image/ab67616d0000b273f475bb027a3f2f9aef2e7940,1,5,287026,https://p.scdn.co/mp3-preview/742f41119b1dbae2e16177a13ba2182b47225e27?cid=9950ac751e34487dbbe027c4fd7f8e99,false,63,TWA530401205,,2025-03-20T06:39:51Z
spotify:track:6lanRgr6wXibZr8KgzXxBl,a thousand years,spotify:artist:7H55rcKCfwqkyDFH9wpKM6,Christina Perri,spotify:album:15yvc643iYfQtb6zh9NEJo,a thousand years,spotify:artist:7H55rcKCfwqkyDFH9wpKM6,Christina Perri,2011-10-18,https://i.scdn.co/image/ab67616d0000b2733dea4a2ccd58ad1f8e4dbb03,1,1,285120,https://p.scdn.co/mp3-preview/be3f3ae6466123836bb05ce0a23a368c196e62f7?cid=9950ac751e34487dbbe027c4fd7f8e99,false,83,USAT21102141,,2024-03-07T06:22:54Z
spotify:track:305JUOn2scJ85yXmf2zT2G,Somewhere in Vegas,spotify:artist:6d8NscVVbeMVINZwJDOoN5,Crash Adams,spotify:album:3MzfiAvF6hweDfGmWRyMWR,Somewhere in Vegas,spotify:artist:6d8NscVVbeMVINZwJDOoN5,Crash Adams,2024-02-23,https://i.scdn.co/image/ab67616d0000b273301305774c4b243bafc40a11,1,1,164783,https://p.scdn.co/mp3-preview/ca8f4f61f05d0205389cdc9a280d36251840f9d3?cid=9950ac751e34487dbbe027c4fd7f8e99,false,47,CAW112300725,,2024-03-07T06:29:27Z
spotify:track:4vNb00haPZzONbi6Gzsfb9,你最初的,spotify:artist:29lWjVuEiIclDu9uh8HBdG,于果,spotify:album:6pcz8iubqAyuZcVUh6vpxS,你最初的,spotify:artist:29lWjVuEiIclDu9uh8HBdG,于果,2022-09-22,https://i.scdn.co/image/ab67616d0000b27308f20fac2cd737b974cd5dbb,1,1,295224,https://p.scdn.co/mp3-preview/8ed9859705788b5473e7eb1f25ab750ab7d027c3?cid=9950ac751e34487dbbe027c4fd7f8e99,false,12,HKG732303902,,2024-03-07T06:29:49Z
spotify:track:7wFEzF8FbofVlQS1OcbghM,The Winner Is,"spotify:artist:0hk8VgR64voU5ueK96W2DI, spotify:artist:0x8J72N9ilqcIZbWEKB8T2","DeVotchKa, Mychael Danna",spotify:album:0HYwlr4Y6ZSIV4gvHw4xX8,Little Miss Sunshine (Original Motion Picture Soundtrack),"spotify:artist:0hk8VgR64voU5ueK96W2DI, spotify:artist:0x8J72N9ilqcIZbWEKB8T2","DeVotchKa, Mychael Danna",2006-07-11,https://i.scdn.co/image/ab67616d0000b27336f2b6337e5ba290f2f6134d,1,1,184813,https://p.scdn.co/mp3-preview/15206053de0ff5f32e4cf7922155c71ddc891116?cid=9950ac751e34487dbbe027c4fd7f8e99,false,62,USLS50686501,,2024-03-07T06:35:53Z
spotify:track:7sZ2TYlrwABMuE9QrlntxT,In This Rush,"spotify:artist:6xwOjuaWXnEseeuTLRayy9, spotify:artist:3vhSndh4ek1drUerI776VD","Mike Parr, Frida Winsth",spotify:album:6h6R0skXcuOd8qsmMbk6sf,Still Burning,spotify:artist:6xwOjuaWXnEseeuTLRayy9,Mike Parr,2018-04-27,https://i.scdn.co/image/ab67616d0000b2730aa95f92698c3750b3609ef6,1,3,230000,https://p.scdn.co/mp3-preview/70c2eb7d9fa2f5e3b282ac04fadda190bd72d0f9?cid=9950ac751e34487dbbe027c4fd7f8e99,false,18,SE5Q51828106,,2024-03-07T06:36:19Z
spotify:track:4xwyELZEfX3omY3mydWqdy,你要跳舞吗,spotify:artist:3asy14alGCZBDd3Y6pbBbp,新裤子乐队,spotify:album:1VA36Np25W9m4aMqLE18W9,生命因你而火热,spotify:artist:3asy14alGCZBDd3Y6pbBbp,新裤子乐队,2016-04-01,https://i.scdn.co/image/ab67616d0000b273a692767935d929f33763ae33,1,1,193426,,false,1,CNA231503115,,2024-03-07T06:40:19Z
spotify:track:3Y48QiWUzLNtIFVO8QlggC,失戀陣線聯盟,spotify:artist:5IxPdROZmnCyD6TBuSJMYE,草蜢,spotify:album:0xifN8vn4Pukdln7gUOXC6,失戀陣線聯盟,spotify:artist:5IxPdROZmnCyD6TBuSJMYE,草蜢,1990-10-18,https://i.scdn.co/image/ab67616d0000b273ddec014074176d8b2a847c0f,1,2,173293,,false,50,HKA610500010,,2024-03-07T06:48:57Z
spotify:track:4DE5AxR1Nj35VmOV5yWvIa,如果有来生,spotify:artist:5OLP6DfmnIg5itBG2UDNjd,谭维维,spotify:album:2ster14EXEKnjSpwhzuYt1,谭某某,spotify:artist:5OLP6DfmnIg5itBG2UDNjd,谭维维,2010-03-30,https://i.scdn.co/image/ab67616d0000b273b21260368eb604d04e438dfc,1,1,247266,https://p.scdn.co/mp3-preview/0412c6a55b10c5ba167f0398304f1e1a12313e94?cid=9950ac751e34487dbbe027c4fd7f8e99,false,35,HKG732236883,,2024-03-07T06:49:40Z
spotify:track:66nL7Hvj8miwdLjXcPh8RT,看月亮爬上来,spotify:artist:75udD9hen8NeHTe92rUNLa,張杰,spotify:album:10pGqcc2SCG7u7L56HVAdY,穿越三部曲,spotify:artist:75udD9hen8NeHTe92rUNLa,張杰,2009-11-02,https://i.scdn.co/image/ab67616d0000b27374a7a2b52bc00a3a58093e51,1,2,198413,https://p.scdn.co/mp3-preview/2f56ee0936324acb96d8885ec3878fc17ca1c9e0?cid=9950ac751e34487dbbe027c4fd7f8e99,false,27,HKG732235866,,2024-03-07T06:49:59Z
spotify:track:4y8Rb0jR4jff14RgjOQt0Q,Opening Titles (from Raised by Wolves),"spotify:artist:2HjSHJEX1H8AC3lhhgCwXh, spotify:artist:6qEM4txXHvfMbOUOK9L7pl","Mariam Wallentin, Ben Frost",spotify:album:6kSnkJnCcGJa8GVYrNlbL2,Raised by Wolves: Season 1 (Soundtrack from the HBO Max Original Series),"spotify:artist:02qXVbvAMyWhdHb2GfUcXM, spotify:artist:6qEM4txXHvfMbOUOK9L7pl","Marc Streitenfeld, Ben Frost",2021-07-02,https://i.scdn.co/image/ab67616d0000b273bb8c6aee17cc0ca50742687b,1,1,66906,https://p.scdn.co/mp3-preview/1fbcff59e710b031c1c391d1965a738eae934be0?cid=9950ac751e34487dbbe027c4fd7f8e99,false,31,USNLR2100645,,2024-03-07T06:54:10Z
spotify:track:0OSrEcWhsnH2SkgBFAKaTO,The truth that you leave,spotify:artist:3joiOBMU5QC1DCVOYOwLhL,Pianoboy高至豪,spotify:album:6bHYmjFEWnGTXfTw6w0cLD,Pianoboy,spotify:artist:3joiOBMU5QC1DCVOYOwLhL,Pianoboy高至豪,2008-03-15,https://i.scdn.co/image/ab67616d0000b27309ee8db7f7637249ad97a3dd,1,2,223467,https://p.scdn.co/mp3-preview/4f8d5e81482816c1e062ca32f882cbb9a865ef3c?cid=9950ac751e34487dbbe027c4fd7f8e99,false,45,TWAE31500597,,2024-03-07T06:58:07Z
spotify:track:6SQUopvuZyrWYjYayxxSXl,Rollin',spotify:artist:7t5H3uQv0Zw6cQUnSTF5BB,Brave Girls,spotify:album:3FuZ0bCYhMcoex6KN0F360,Rollin',spotify:artist:7t5H3uQv0Zw6cQUnSTF5BB,Brave Girls,2017-03-07,https://i.scdn.co/image/ab67616d0000b27373d59cc449e4592026c3997a,1,1,197746,https://p.scdn.co/mp3-preview/65a7e5c4e60835f19398d7eb8049886caea316b7?cid=9950ac751e34487dbbe027c4fd7f8e99,false,59,KRB921940113,,2024-03-07T06:58:20Z
spotify:track:3eoekDicyuBn4ACMbHVQ5C,Famous,spotify:artist:43G7qlx7v7OGJJrUTXIqLq,Kayla Rae Haywood,spotify:album:0WgQ0VmAD32gNF6TIzgIvt,Famous,spotify:artist:43G7qlx7v7OGJJrUTXIqLq,Kayla Rae Haywood,2017-11-17,https://i.scdn.co/image/ab67616d0000b273e25173375fd28909d49509f0,1,1,223591,https://p.scdn.co/mp3-preview/aacb859401714394f1736013feefb03ab9f371e6?cid=9950ac751e34487dbbe027c4fd7f8e99,false,38,GBWWP1703280,,2024-03-07T07:16:14Z
