Track URI,Track Name,Artist URI(s),Artist Name(s),Album URI,Album Name,Album Artist URI(s),Album Artist Name(s),Album Release Date,Album Image URL,Disc Number,Track Number,Track Duration (ms),Track Preview URL,Explicit,Popularity,ISRC,Added By,Added At
spotify:track:1ExfPZEiahqhLyajhybFeS,The Lazy Song,spotify:artist:0du5cEVh5yTK9QJze8zA0C,Bruno Mars,spotify:album:1uyf3l2d4XYwiEqAb7t7fX,Doo-Wops & Hooligans,spotify:artist:0du5cEVh5yTK9QJze8zA0C,Bruno Mars,2010-05-11,https://i.scdn.co/image/ab67616d0000b273f6b55ca93bd33211227b502b,1,5,189109,https://p.scdn.co/mp3-preview/8a6cd6679fc2a388b989a09b571194723d45cb71?cid=9950ac751e34487dbbe027c4fd7f8e99,false,74,USAT21001886,,2024-03-15T05:47:26Z
spotify:track:1D4PL9B8gOg78jiHg3FvBb,Love Story,spotify:artist:06HL4z0CvFAxyc27GXpf02,Taylor Swift,spotify:album:3EzFY9Rg0PpbADMth746zi,Fearless (Big Machine Radio Release Special),spotify:artist:06HL4z0CvFAxyc27GXpf02,Taylor Swift,2008-11-11,https://i.scdn.co/image/ab67616d0000b27360cb9332e8c8c7d8e50854b3,1,6,236266,,false,76,USCJY0803275,,2024-03-15T05:47:06Z
spotify:track:2gtBcLNjFMi8l5xSz66Fsb,Cold Green Eyes - Original Mix,"spotify:artist:1G9FmqZJybVEOXqMOR5usy, spotify:artist:0tsKdteyh5ArMn3pAUiSff","Station Earth, Roos Denayer",spotify:album:4UD0rIYLnIeixT6m51hrTe,Cold Green Eyes,"spotify:artist:1G9FmqZJybVEOXqMOR5usy, spotify:artist:0tsKdteyh5ArMn3pAUiSff","Station Earth, Roos Denayer",2015-03-01,https://i.scdn.co/image/ab67616d0000b273728fc6916cc9b13939d9fc2d,1,1,247020,https://p.scdn.co/mp3-preview/3dd37c990b4349f5980a6612a55d142daca8510c?cid=9950ac751e34487dbbe027c4fd7f8e99,false,39,NLCK41401020,,2024-03-15T05:45:56Z
spotify:track:0Yt32qygpvJO92RL7coWqM,Monody - Radio Edit,"spotify:artist:3OKg7YbOIatODzkRIbLJR4, spotify:artist:7ddnIV2r4SLjuwyGlgLIWt","TheFatRat, Laura Brehm",spotify:album:2N7QokkUQeohmCEX5EVkeZ,Monody (Radio Edit),spotify:artist:3OKg7YbOIatODzkRIbLJR4,TheFatRat,2016-11-25,https://i.scdn.co/image/ab67616d0000b273a6dbfd2e2b55f0a755ba83de,1,1,252213,,false,44,SEUM71601780,,2024-03-15T05:43:40Z
spotify:track:7gBj0VgcuAgkXkiRRYvSmK,Stay (feat. Maty Noyes),"spotify:artist:23fqKkggKUBHNkbKtXEls4, spotify:artist:5JSXWmQO8csVUy6hSRu8TA","Kygo, Maty Noyes",spotify:album:7CUcBQ9e6MDpsdBzz7wJaT,Stay (feat. Maty Noyes),spotify:artist:23fqKkggKUBHNkbKtXEls4,Kygo,2015-12-04,https://i.scdn.co/image/ab67616d0000b273e34a6605d955c881f67141f3,1,1,239465,https://p.scdn.co/mp3-preview/621c99e1d004bbcf06f250e6183422c708eef301?cid=9950ac751e34487dbbe027c4fd7f8e99,false,54,SEBGA1500364,,2024-03-15T05:38:54Z
spotify:track:3wOKvS2aaiIj86KnAzMbV0,In My Head,spotify:artist:4pejUc4iciQfgdX6OKulQn,Queens of the Stone Age,spotify:album:03srSIJshSQQOh2vJ3uVZi,Lullabies To Paralyze,spotify:artist:4pejUc4iciQfgdX6OKulQn,Queens of the Stone Age,2005-01-01,https://i.scdn.co/image/ab67616d0000b27390cd89ddbbd2034ee1f20b5c,1,6,241200,,false,55,USIR10500106,,2024-03-15T05:38:08Z
spotify:track:0DzPnTBSmVRKBQAmH3EomR,Million Days,"spotify:artist:4OaSyxqlkp7aVpAZwF02QZ, spotify:artist:2KjxvxgJvbwweNVRMSuIRG, spotify:artist:0OE65qjIKHqSyU7YWpOQrv","SABAI, Hoang, Olivia Ridgely",spotify:album:3U7VyDFPH3h4v6kzQLx3ui,Million Days,"spotify:artist:4OaSyxqlkp7aVpAZwF02QZ, spotify:artist:2KjxvxgJvbwweNVRMSuIRG","SABAI, Hoang",2020-02-11,https://i.scdn.co/image/ab67616d0000b273519839ca24ebd7d6f901858e,1,1,208551,https://p.scdn.co/mp3-preview/c5707f791fd25aeb3e0661bf04be32e12935df0f?cid=9950ac751e34487dbbe027c4fd7f8e99,false,60,CA6D22000016,,2024-03-15T05:37:52Z
spotify:track:6WEBwvsmpaoGxka0tSh5a7,Won't Go Home Without You,spotify:artist:04gDigrS5kc9YWfZHwBETP,Maroon 5,spotify:album:2RUHJZ3raiIDsR3yX4JXf5,It Won't Be Soon Before Long (International Version),spotify:artist:04gDigrS5kc9YWfZHwBETP,Maroon 5,2007-01-01,https://i.scdn.co/image/ab67616d0000b273515b72d7c72fc65b017a87ea,1,5,231173,,false,75,USUM70731562,,2024-03-15T05:37:36Z
spotify:track:0LpZMfwjD7hNOSQOTlsyxP,Embrace,spotify:artist:5ZVHXQZAIn9WJXvy6qn9K0,Sappheiros,spotify:album:73cEloP8GjYWwqQ6W2p8d5,Embrace,spotify:artist:5ZVHXQZAIn9WJXvy6qn9K0,Sappheiros,2017-12-19,https://i.scdn.co/image/ab67616d0000b2730e4b37ae98c026c0af544c1f,1,1,276859,https://p.scdn.co/mp3-preview/188d956d2f50ecebb502c39d6ce050ebf578f624?cid=9950ac751e34487dbbe027c4fd7f8e99,false,32,GB-SMU-45-52992,,2024-03-15T05:36:20Z
spotify:track:05Kms0excTlHRel656GZ3U,Monsters,spotify:artist:31bkgXHo67awewnmvrdsah,Katie Sky,spotify:album:3s2IsYkvz1qAGFhvfsi1Kr,Monsters,spotify:artist:31bkgXHo67awewnmvrdsah,Katie Sky,2014-05-11,https://i.scdn.co/image/ab67616d0000b273886700d7789fc42dce933882,1,1,217840,https://p.scdn.co/mp3-preview/5fde345556f45a9b2746b75da038c6a306fe28ed?cid=9950ac751e34487dbbe027c4fd7f8e99,false,59,GB8MX1400041,,2024-03-15T05:36:02Z
spotify:track:5G674ePHPwtbRbo4E5noZl,Send It - feat. Rich Homie Quan,"spotify:artist:04abdnqPQe2N4fjztDea6z, spotify:artist:5lHRUCqkQZCIWeX7xG4sYT","Austin Mahone, Rich Homie Quan",spotify:album:0mQUo8qTCCxTWXcC0Eqo2L,Send It (feat. Rich Homie Quan),spotify:artist:04abdnqPQe2N4fjztDea6z,Austin Mahone,2016-08-18,https://i.scdn.co/image/ab67616d0000b273e8170a546453c343f5dcf150,1,1,181003,https://p.scdn.co/mp3-preview/b775d1667e041de283c1e92c81641cee6f3bb1bb?cid=9950ac751e34487dbbe027c4fd7f8e99,false,54,QMRSZ1600619,,2024-03-15T05:35:19Z
spotify:track:6D8WgDaIuyirn6egGauzVK,Love Me Back,"spotify:artist:3RP50pmG8Wz1mhNCidQj68, spotify:artist:2QSPrJfYeRXaltEEiriXN9","RITUAL, Tove Styrke",spotify:album:26tNi6v3WgUXYEvmYq5u2M,Love Me Back,"spotify:artist:3RP50pmG8Wz1mhNCidQj68, spotify:artist:2QSPrJfYeRXaltEEiriXN9","RITUAL, Tove Styrke",2019-01-23,https://i.scdn.co/image/ab67616d0000b27334e48566e94ba94c639d1b9f,1,1,178233,,false,37,GBUM71808051,,2024-03-15T05:33:31Z
spotify:track:0bg3jDf9FPTSGi8FOce7oY,Where We Belong,spotify:artist:2cCoJDNez7SlrY5HuFHTWD,Kozoro,spotify:album:4J91II5pOqs4jpIQaQhlxW,Where We Belong,spotify:artist:2cCoJDNez7SlrY5HuFHTWD,Kozoro,2019-04-19,https://i.scdn.co/image/ab67616d0000b2730a22654208f606bea1e74295,1,1,181463,https://p.scdn.co/mp3-preview/92c6227c85418d4fc366f5c5560d2c55cfd43ad6?cid=9950ac751e34487dbbe027c4fd7f8e99,false,9,QM42K1998733,,2024-03-14T07:24:43Z
spotify:track:3uIjmIMabCCelaNSK3rbCt,Constellations,spotify:artist:65NrBzD3Jnf1iqbDjuUYjD,Jacoo,spotify:album:0aBrxKKNYOM5FvtCGoy5Hy,Release Your Mind,spotify:artist:65NrBzD3Jnf1iqbDjuUYjD,Jacoo,2018-10-18,https://i.scdn.co/image/ab67616d0000b2732870e5ec784571c96bdee5b5,1,11,186195,https://p.scdn.co/mp3-preview/d8630ae9c3c5365c1cecebf21acdcdcf05d4ded2?cid=9950ac751e34487dbbe027c4fd7f8e99,false,11,ushm91880882,,2024-03-14T07:20:53Z
spotify:track:4fF4M4RTXEHpTPMa7c42RX,Bloom,"spotify:artist:3aRscMJRah0QrvGE5rkvZl, spotify:artist:2kxs2iIIQTBvlIQs6tm42g","Tony Anderson, Bonnie Brooksbank",spotify:album:4dbmrQLiU0bRQQo3y7FZAt,Bloom,"spotify:artist:3aRscMJRah0QrvGE5rkvZl, spotify:artist:2kxs2iIIQTBvlIQs6tm42g","Tony Anderson, Bonnie Brooksbank",2019-04-02,https://i.scdn.co/image/ab67616d0000b27346212e4da2e3328bae2a83b6,1,1,225000,https://p.scdn.co/mp3-preview/6694cfcf8f4d738e0dd46a7c21341c9e2216af76?cid=9950ac751e34487dbbe027c4fd7f8e99,false,36,GBKPL1944619,,2024-03-14T07:20:15Z
spotify:track:1w7eNekZsyrLw99oygfDs4,Sway,spotify:artist:2QSPrJfYeRXaltEEiriXN9,Tove Styrke,spotify:album:3fSRbKgYW6kcR1ZFMaaNV4,Sway,spotify:artist:2QSPrJfYeRXaltEEiriXN9,Tove Styrke,2018-05-04,https://i.scdn.co/image/ab67616d0000b2730d0837e34a3fcc57de9fc93d,1,1,210773,https://p.scdn.co/mp3-preview/cc1c39750d5c31e9b4937160a2af458528dec20f?cid=9950ac751e34487dbbe027c4fd7f8e99,false,44,SEBGA1800766,,2024-03-14T07:13:25Z
spotify:track:35g7hIs8Jf8tvXPRMSkNPC,All I Could Do Was Cry,spotify:artist:6vWDO969PvNqNYHIOW5v0m,Beyoncé,spotify:album:4b2zuwf7CPesdiTg1kFDjU,Music From The Motion Picture Cadillac Records,spotify:artist:0LyfQWJT6nXafLPZqxe9Of,群星,2008-11-28,https://i.scdn.co/image/ab67616d0000b2734e8e488284a2cf00a613c0a1,2,7,190400,https://p.scdn.co/mp3-preview/3fbf286b0087deb07f74ac44040a141425e3ded4?cid=9950ac751e34487dbbe027c4fd7f8e99,false,45,USSM10804930,,2024-03-14T07:13:10Z
spotify:track:5FZVsUdMgLkalicARDTU8w,Reflections,spotify:artist:7KfKAcB8xFxmlML8j1v2Sb,Artem Yegorov,spotify:album:3hFwbyFPhClQjqpp6ZWAvA,Right Step,spotify:artist:7KfKAcB8xFxmlML8j1v2Sb,Artem Yegorov,2016-06-15,https://i.scdn.co/image/ab67616d0000b273813d6f5d0dd58016e207e0a0,1,8,343124,https://p.scdn.co/mp3-preview/0195755100f8fab38551640e0c78bcd60f746780?cid=9950ac751e34487dbbe027c4fd7f8e99,false,3,usdy41644160,,2024-03-14T06:40:45Z
spotify:track:4eHpP4BAoKMvwt2s1MKRVI,只對你有感覺,spotify:artist:7Dx7RhX0mFuXhCOUgB01uM,林俊傑,spotify:album:2jzTdhgI2kvDx6NerFsRe8,她說,spotify:artist:7Dx7RhX0mFuXhCOUgB01uM,林俊傑,2010-12-08,https://i.scdn.co/image/ab67616d0000b2731e7c1f167d1a6fdd2d8cab10,1,3,264895,https://p.scdn.co/mp3-preview/cd93e8d7f0137ac7eab6d52ac89beb7760239e97?cid=9950ac751e34487dbbe027c4fd7f8e99,false,35,TWB671005203,,2024-03-14T06:40:20Z
spotify:track:7DnAm9FOTWE3cUvso43HhI,Sweet but Psycho,spotify:artist:4npEfmQ6YuiwW1GpUmaq3F,Ava Max,spotify:album:26c7MmQ4w8EAvVLb4jilaM,Heaven & Hell,spotify:artist:4npEfmQ6YuiwW1GpUmaq3F,Ava Max,2020-09-18,https://i.scdn.co/image/ab67616d0000b2739a95e89d24214b94de36ccf7,1,16,187436,https://p.scdn.co/mp3-preview/fab7f8e87979878248e78a3cdb7e28222d45dcec?cid=9950ac751e34487dbbe027c4fd7f8e99,false,80,USAT21802011,,2024-03-14T06:39:18Z
spotify:track:0oUgp7TKm9ZlL538ATsY7g,Lot To Learn(钢琴版),spotify:artist:3IIEa3he9HR1WW3VwokETE,LucySPA,spotify:album:0BosVzfOTcjSflImIohRgX,流行治愈纯音乐,spotify:artist:3IIEa3he9HR1WW3VwokETE,LucySPA,2023-08-18,https://i.scdn.co/image/ab67616d0000b2735a53e807ca57a448dc48aa3b,1,1,107995,,false,0,QZRP52311166,,2024-03-14T06:38:22Z
spotify:track:1pwhTHRK6ITrm2Q20qX0Af,Another You,"spotify:artist:5hlGugY24gHs0FqG05AgN0, spotify:artist:5fGNlKvMJEupY7RmHOPLuS","Thimlife, Bibiane Z",spotify:album:2RrjeUJ0zTaKDDcZuOxISU,Another You,spotify:artist:5hlGugY24gHs0FqG05AgN0,Thimlife,2018-11-10,https://i.scdn.co/image/ab67616d0000b27353fddb412b0484481be48017,1,1,175131,https://p.scdn.co/mp3-preview/3b26d85b928810d16c1070fab0a822ce3652f5cf?cid=9950ac751e34487dbbe027c4fd7f8e99,false,27,TCADX1823931,,2024-03-14T06:37:10Z
spotify:track:4eHbdreAnSOrDDsFfc4Fpm,I Will Always Love You,spotify:artist:6XpaIBNiVzIetEPCWDvAFP,Whitney Houston,spotify:album:7JVJlkNNobS0GSoy4tCS96,The Bodyguard - Original Soundtrack Album,spotify:artist:6XpaIBNiVzIetEPCWDvAFP,Whitney Houston,1992-11-17,https://i.scdn.co/image/ab67616d0000b273456c0b5d0316a80dc600802e,1,1,271093,https://p.scdn.co/mp3-preview/5896e539e24ae2394d2bec6ea2cf42e4608b68f5?cid=9950ac751e34487dbbe027c4fd7f8e99,false,78,USAR19200110,,2024-03-14T06:29:57Z
spotify:track:33bD5jxbWerSiP9dUNSPTL,How Deep Is Your Love,spotify:artist:1LZEQNv7sE11VDY3SdxQeN,Bee Gees,spotify:album:6kFmH2VMMFaUrK4QhY4hLi,Saturday Night Fever (The Original Movie Soundtrack),spotify:artist:0LyfQWJT6nXafLPZqxe9Of,群星,1977-12-12,https://i.scdn.co/image/ab67616d0000b273605128d275ca60ccc9cd3b6d,1,2,243933,,false,35,NLF057790012,,2024-03-14T06:29:24Z
spotify:track:5We7B2KhPXNXhfpFj3kdgT,9 to 5,spotify:artist:32vWCbZh0xZ4o9gkz4PsEU,Dolly Parton,spotify:album:5vk9yx7rs2uXJH9NTDZdSK,The Very Best Of Dolly Parton,spotify:artist:32vWCbZh0xZ4o9gkz4PsEU,Dolly Parton,2007-03-07,https://i.scdn.co/image/ab67616d0000b273bf551baff56613093b78a4bd,1,1,180293,https://p.scdn.co/mp3-preview/cb69c9c7b2236c7df8fcad967b5bf1ec038068d1?cid=9950ac751e34487dbbe027c4fd7f8e99,false,33,USRN10400045,,2024-03-14T06:27:46Z
spotify:track:15MJ5NThPjj6xhPcts8MiY,"Take My Breath Away - Love Theme from ""Top Gun""",spotify:artist:2aS6jYh7ysTL1ZUsHneNgM,Berlin,spotify:album:6K8iDZW8jPaoiqSzFFebJA,Top Gun - Motion Picture Soundtrack (Special Expanded Edition),spotify:artist:0LyfQWJT6nXafLPZqxe9Of,群星,1999-01-01,https://i.scdn.co/image/ab67616d0000b273fa183fdd680f1d249ba2f893,1,5,255733,https://p.scdn.co/mp3-preview/78d34bdf4463c73eaf49fd2255a45c8b9eaa7444?cid=9950ac751e34487dbbe027c4fd7f8e99,false,73,USSM19801613,,2024-03-14T06:22:17Z
spotify:track:1ip2IGDWMrUmlaepEbWlL8,"Love Me Like You Do - From ""Fifty Shades Of Grey""",spotify:artist:0X2BH1fck6amBIoJhDVmmJ,Ellie Goulding,spotify:album:38WMYJ0LhCKAiRflk43Xt9,Fifty Shades Of Grey (Original Motion Picture Soundtrack),spotify:artist:0LyfQWJT6nXafLPZqxe9Of,群星,2015-02-10,https://i.scdn.co/image/ab67616d0000b2735e02f2f639b9008f4d1935d3,1,5,250266,,false,59,GBUM71406823,,2024-03-14T06:21:24Z
spotify:track:225xvV8r1yKMHErSWivnow,"I Don't Want to Miss a Thing - From ""Armageddon"" Soundtrack",spotify:artist:7Ey4PD4MYsKc5I2dolUwbH,Aerosmith,spotify:album:4f7HKjBnjpMsDBDTHYV890,Armageddon - The Album,spotify:artist:0LyfQWJT6nXafLPZqxe9Of,群星,1998-06-23,https://i.scdn.co/image/ab67616d0000b273da8d92affd796f7e20af7375,1,1,298760,https://p.scdn.co/mp3-preview/f02930ba19b2760c7df9abfbd7aca5ba1ea99be9?cid=9950ac751e34487dbbe027c4fd7f8e99,false,74,USSM19801545,,2024-03-14T06:20:57Z
spotify:track:1Q06EZxh8rgYabyGIwiSSx,The Blue Danube (Excerpt),spotify:artist:57G6BBjuozcS3Y5X4WHLQZ,Excerpt,spotify:album:5iZs3oz9Lm70QCdpyGojF7,2001: A Space Odyssey,spotify:artist:0LyfQWJT6nXafLPZqxe9Of,群星,1968-01-01,https://i.scdn.co/image/ab67616d0000b2734df64bc3046e653a50cbd36a,1,4,343800,https://p.scdn.co/mp3-preview/151733dd81ff5d169ecba51d1b81e1d9747918fe?cid=9950ac751e34487dbbe027c4fd7f8e99,false,14,GBACC1826304,,2024-03-14T06:19:59Z
spotify:track:0fP8vb5JnHUJxPFXe3zw9D,As the World Goes Away,spotify:artist:3ff1CmU6qfTqRAmdrq8EEG,Lights & Motion,spotify:album:0VIxw6zt84N7sWxGzgXEOU,Chronicle,spotify:artist:3ff1CmU6qfTqRAmdrq8EEG,Lights & Motion,2015-01-13,https://i.scdn.co/image/ab67616d0000b2739f6c153c24c1733a2de8154b,1,7,275706,https://p.scdn.co/mp3-preview/15044d5b926350c305067c67fd8619af7b395609?cid=9950ac751e34487dbbe027c4fd7f8e99,false,16,US4KH1556007,,2024-03-13T09:40:26Z
spotify:track:4d7zqhWQEmJE4gQDW1uLjY,Circles,spotify:artist:5RcJDMYwS4w1XJkNiR4LvM,Immediate,spotify:album:7ieDDy10yn5XJzCOSGbx3r,Dream Worlds,spotify:artist:5RcJDMYwS4w1XJkNiR4LvM,Immediate,2018-12-15,https://i.scdn.co/image/ab67616d0000b273868cc1f139394a9e2700e701,1,13,252000,https://p.scdn.co/mp3-preview/749111a956cc2e3102979917c9a1b99c7d9f1e2d?cid=9950ac751e34487dbbe027c4fd7f8e99,false,4,QMSTJ1800932,,2024-03-13T09:37:07Z
spotify:track:4w2sOKmotzKsdGDLHic94B,Tonight I’m Getting Over You,spotify:artist:6sFIWsNpZYqfjUpaCgueju,Carly Rae Jepsen,spotify:album:6SSSF9Y6MiPdQoxqBptrR2,Kiss,spotify:artist:6sFIWsNpZYqfjUpaCgueju,Carly Rae Jepsen,2012-01-01,https://i.scdn.co/image/ab67616d0000b273d3ee4bf67c2ac2154006ad72,1,10,219213,,false,45,USUM71208958,,2025-03-10T07:13:34Z
spotify:track:7JJmb5XwzOO8jgpou264Ml,There's Nothing Holdin' Me Back,spotify:artist:7n2wHs1TKAczGzO7Dd2rGr,Shawn Mendes,spotify:album:3wBabo4pmzsYjALMSKY7Iq,Illuminate (Deluxe),spotify:artist:7n2wHs1TKAczGzO7Dd2rGr,Shawn Mendes,2017-04-20,https://i.scdn.co/image/ab67616d0000b273ea3ef7697cfd5705b8f47521,1,1,199440,,false,86,USUM71702833,,2025-03-10T06:59:31Z
spotify:track:61dCUoMCg28qEBzrW6htYM,Rather Be (feat. Jess Glynne),"spotify:artist:6MDME20pz9RveH9rEXvrOM, spotify:artist:4ScCswdRlyA23odg9thgIO","Clean Bandit, Jess Glynne",spotify:album:0dNt3MfPrvj6mHmajSuahw,New Eyes,spotify:artist:6MDME20pz9RveH9rEXvrOM,Clean Bandit,2014-05-09,https://i.scdn.co/image/ab67616d0000b2735ef315d54fd701725176292e,1,4,227833,https://p.scdn.co/mp3-preview/358cc2906abb9789b9c1d4a7e07dc2601b7ade4b?cid=9950ac751e34487dbbe027c4fd7f8e99,false,76,GBAHS1300498,,2025-03-10T06:27:44Z
spotify:track:459bRKmDJZ7s60aA4ImzWT,我想,"spotify:artist:3vvSWYLgpR1Ahhat4yCoCk, spotify:artist:3nLaSmXwCPDiIMS20cPfqc","BLURRY KISS, 小白羊HUSH",spotify:album:1SORLV3fxXMWRb2UNu8clA,我想,"spotify:artist:3vvSWYLgpR1Ahhat4yCoCk, spotify:artist:3nLaSmXwCPDiIMS20cPfqc","BLURRY KISS, 小白羊HUSH",2025-01-13,https://i.scdn.co/image/ab67616d0000b27378f4ab98df9a2bb2445e0ddd,1,1,200179,https://p.scdn.co/mp3-preview/5fc42626040d2a62c1234bfa9a083859ea5e4127?cid=9950ac751e34487dbbe027c4fd7f8e99,false,0,HKG731400730,,2025-03-10T06:10:48Z
spotify:track:3P3pw6C19j31Rnzgo3JG7o,Perfect Strangers,"spotify:artist:1HBjj22wzbscIZ9sEb5dyf, spotify:artist:4kYGAK2zu9EAomwj3hXkXy","Jonas Blue, JP Cooper",spotify:album:2xZSrcBmvMw9Y8hac6xU7L,Blue,spotify:artist:1HBjj22wzbscIZ9sEb5dyf,Jonas Blue,2018-11-09,https://i.scdn.co/image/ab67616d0000b2735b6bcc59c3562a6f362344c6,1,2,196613,,false,77,GBUM71602437,,2025-03-10T06:05:15Z
spotify:track:7wMq5n8mYSKlQIGECKUgTX,Hall of Fame (feat. will.i.am),"spotify:artist:3AQRLZ9PuTAozP28Skbq8V, spotify:artist:085pc2PYOi8bGKj0PNjekA","The Script, will.i.am",spotify:album:7JOCOjZTcLysDMkZGWlcIj,#3 Deluxe Version,spotify:artist:3AQRLZ9PuTAozP28Skbq8V,The Script,2012-09-10,https://i.scdn.co/image/ab67616d0000b2732e3049fef96abebf336b7366,1,3,202533,https://p.scdn.co/mp3-preview/466ad3f7e7b495b95cc49fdf7eef90fde9ee7cc8?cid=9950ac751e34487dbbe027c4fd7f8e99,false,81,GBARL1201055,,2025-03-10T05:56:14Z
spotify:track:2PBghI9zJkQEWBzMSMo2Ki,Speak Now,spotify:artist:06HL4z0CvFAxyc27GXpf02,Taylor Swift,spotify:album:6S6JQWzUrJVcJLK4fi74Fw,Speak Now (Deluxe Package),spotify:artist:06HL4z0CvFAxyc27GXpf02,Taylor Swift,2010-01-01,https://i.scdn.co/image/ab67616d0000b273e1bc852a04501952c765d5cd,1,4,240773,,false,54,USCJY1003658,,2025-03-04T06:37:51Z
spotify:track:7GYLsGlCPqSkLBNDC5mVyl,Magic,"spotify:artist:1XLjkBxFokuDTlHt0mQkRe, spotify:artist:6ctgu4FFlnNhMgrKiIzCxp","Thomas Gold, Jillian Edwards",spotify:album:3sv4c3hqHP1ZO8Nj62W8TS,Magic,"spotify:artist:1XLjkBxFokuDTlHt0mQkRe, spotify:artist:6ctgu4FFlnNhMgrKiIzCxp","Thomas Gold, Jillian Edwards",2016-09-30,https://i.scdn.co/image/ab67616d0000b273072e0b49bf2301e6958009fa,1,1,170502,https://p.scdn.co/mp3-preview/9951e96b9c737e1657ad61d067a7b7524c0f65d7?cid=9950ac751e34487dbbe027c4fd7f8e99,false,38,NLF711606539,,2025-02-28T07:02:36Z
spotify:track:7y7fPt0Tbv7IW4NLjrIpG4,San Francisco (feat. Sofia Carson),"spotify:artist:4sTQVOfp9vEMCemLw50sbu, spotify:artist:7bp2lSdh12wcA8LyB1srfJ","Galantis, Sofia Carson",spotify:album:3EikTXXdzsTZBUCNljcsu5,San Francisco (with Sofia Carson),"spotify:artist:4sTQVOfp9vEMCemLw50sbu, spotify:artist:7bp2lSdh12wcA8LyB1srfJ","Galantis, Sofia Carson",2018-12-21,https://i.scdn.co/image/ab67616d0000b273e4fb5d8907e2c273cf1afb43,1,1,154877,https://p.scdn.co/mp3-preview/4a8f092ca0d9ad067fdcf22242767773c078b8a8?cid=9950ac751e34487dbbe027c4fd7f8e99,false,38,USAT21813043,,2025-02-28T06:52:15Z
spotify:track:6DpMOZUchtBMXC6CtNwPj7,Do Right,spotify:artist:14rP13jdQNgQvuPA2AkBgm,Glades,spotify:album:2TLBNF34cFJak3E99FM9DY,To Love You,spotify:artist:14rP13jdQNgQvuPA2AkBgm,Glades,2018-11-02,https://i.scdn.co/image/ab67616d0000b273c2ae7245922906e80a6bf956,1,2,194988,https://p.scdn.co/mp3-preview/ac0163d8f3d1e1158eabfb6fa86591c07def83ad?cid=9950ac751e34487dbbe027c4fd7f8e99,false,41,TCADJ1751740,,2025-02-28T06:41:46Z
spotify:track:2fQxE0jVrjNMT9oJAXtSJR,Domino,spotify:artist:2gsggkzM5R49q6jpPvazou,Jessie J,spotify:album:0BZbTNqpXFg6lxNv78X7Lp,Who You Are (Platinum Edition),spotify:artist:2gsggkzM5R49q6jpPvazou,Jessie J,2011-01-01,https://i.scdn.co/image/ab67616d0000b2737805aebd5a39023d553ada3a,1,14,231840,,false,76,USUM71113573,,2025-02-28T06:33:22Z
spotify:track:15HNdxGKNCIO9pgaY4n7FU,Pretender,spotify:artist:5Vo1hnCRmCM6M4thZCInCj,Official鬍子男dism,spotify:album:17gzvH2FPpVhpuqalLFi9j,Traveler,spotify:artist:5Vo1hnCRmCM6M4thZCInCj,Official鬍子男dism,2019-08-31,https://i.scdn.co/image/ab67616d0000b2739c4ba827e585fabd3cfd90f2,1,7,326842,https://p.scdn.co/mp3-preview/da47863123523107c979c50167778d55610bd613?cid=9950ac751e34487dbbe027c4fd7f8e99,false,58,JPPC01900265,,2025-03-03T06:54:11Z
spotify:track:1a5mgBjrn4NEjvToBR7Pr2,Deep Down (Walk Through Fire),spotify:artist:1aoy0R8uP3x33eqKZOLpN1,Lincoln Brewster,spotify:album:1XH3ccE0vb5e96GePDN5CN,God of the Impossible,spotify:artist:1aoy0R8uP3x33eqKZOLpN1,Lincoln Brewster,2018-05-04,https://i.scdn.co/image/ab67616d0000b2734c7d8cb0bdffb378f758659d,1,1,208226,https://p.scdn.co/mp3-preview/012c8693ba16fbe2ce543b385b5f3fbdbd63d7cf?cid=9950ac751e34487dbbe027c4fd7f8e99,false,29,US25L1800194,,2025-02-26T07:27:56Z
spotify:track:6cvdIC8ClZrePwNDk44Msz,Like Icarus We Fly,"spotify:artist:3B1ZWI1NBrC7EV1fj3pI59, spotify:artist:3vhSndh4ek1drUerI776VD","Ethan Martin, Frida Winsth",spotify:album:1UrdkfoO5D1ayKy3obNR8V,Yo Hero!,spotify:artist:3B1ZWI1NBrC7EV1fj3pI59,Ethan Martin,2018-04-13,https://i.scdn.co/image/ab67616d0000b27354b608a48ef8c9eb242795e5,1,4,261043,https://p.scdn.co/mp3-preview/85fc0d6a33fe7d3a307c4f722332b1aecc89216b?cid=9950ac751e34487dbbe027c4fd7f8e99,false,18,SE5Q51802390,,2025-02-25T07:38:20Z
spotify:track:4rUTAkOU7OkVGeQuyQCHhF,Sledgehammer,spotify:artist:1l8Fu6IkuTP0U5QetQJ5Xt,Fifth Harmony,spotify:album:0zAsh6hObeNmFgFPrUiFcP,Reflection (Deluxe),spotify:artist:1l8Fu6IkuTP0U5QetQJ5Xt,Fifth Harmony,2015-01-30,https://i.scdn.co/image/ab67616d0000b2735bdd9e580fdda5e676a25e6a,1,3,230906,https://p.scdn.co/mp3-preview/a8d2802d91bc61af61761ad95945d2de174f977b?cid=9950ac751e34487dbbe027c4fd7f8e99,false,63,USSM11406643,,2025-02-24T07:10:32Z
